uri,playlist,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:3bpJ7IwjJtyTIf6clZ9GUl,Salsa Cubana,Amiga Mia,Legado,2018-04-07,42,Formell y los Van Van,spotify:artist:7CyI9iSxzxeZssDSrQv8Z4,5,-5.108,1,0.0349,0.311,7.96e-05,0.0503,0.756,93.496,380485,4
spotify:track:6vj4z8xXfG2qKpfT5je3uk,Salsa Cubana,Suma y Resta,Suma y Resta,2018-05-04,49,El Micha,spotify:artist:0d7jzRhjOifL8X9hxNvbEn,7,-3.812,1,0.158,0.242,0,0.0867,0.733,104.977,188365,4
spotify:track:3rhuPie2HVWD1yJ8NASOCV,Salsa Cubana,Ya Tú No Coronas,Que Tiene Que Te Mueve,2019-04-05,43,Maykel Blanco Y Su Salsa Mayor,spotify:artist:20dWMesxpdRWQifq11soyp,2,-3.271,1,0.0417,0.586,0.000117,0.272,0.84,99.816,289220,4
spotify:track:5M7SeoXBCxjNdP6R7Rb6y1,Salsa Cubana,La Boda de Belén,Grandes Éxitos,2003,47,Manolito y Su Trabuco,spotify:artist:2UKgoW1uMnooKQtjLjnAWW,7,-7.156,0,0.0335,0.548,0.000104,0.191,0.87,90.11,326720,4
spotify:track:621LLhcTYkEbt1fwJuSdWi,Salsa Cubana,"Temba, Tumba, Timba",Llego... Van Van,2003,43,Los Van Van,spotify:artist:4B5PkQ1wMjo1siTN9yD9Ds,2,-3.664,1,0.0517,0.375,0,0.502,0.965,102.652,288507,4
spotify:track:4ItkEkRhVjPdBDO7lT4hRH,Salsa Cubana,Mala jujer,Coleccion de Oro,2001-01-15,52,La Sonora Matancera,spotify:artist:01p7Homi0d4XxZ06f2NYYD,9,-10.642,0,0.0425,0.712,1.02e-05,0.0645,0.862,88.778,232333,4
spotify:track:0ZjAqYRECVtph1ros7fEW7,Salsa Cubana,¡UEA!,¡Uea!,2019-01-16,38,Elito Revé y su Charangón,spotify:artist:2hIYHAObXRLZ2WVUJZ499Z,11,-2.751,0,0.0902,0.702,0,0.0766,0.914,100.117,295211,4
spotify:track:4P2VLqOAJrA3ZoaYWSG0Co,Salsa Cubana,Arriba de la bola,Grandes éxitos,2014-05-19,36,"Manolín, El Médico De La Salsa",spotify:artist:1FfJF5xoAMmermBUVxoEYV,8,-12.688,1,0.058,0.717,0.000359,0.0821,0.75,101.345,310079,4
spotify:track:4O2n55oM8HNE2UnHaZYo5h,Salsa Cubana,"La Farandula de Miami (feat. ""Los 4"")",Gasolina De Avion,2016-05-13,38,TIMBALIVE,spotify:artist:5skRgtmxRx7ukwds6UlS7R,1,-3.211,1,0.0467,0.677,1.89e-06,0.181,0.816,106.007,343868,4
spotify:track:3hvEz1pPkgtJ513tebSHZt,Salsa Cubana,Dale Lo Que Lleva,"Latin Hits 2014 Club Edition (Kuduro, Salsa, Bachata, Merengue, Reggaeton, Fitness, Mambo, Timba, Cubaton, Dembow, Cumbia)",2013-12-09,2,Maykel Blanco Y Su Salsa Mayor,spotify:artist:20dWMesxpdRWQifq11soyp,4,-4.955,0,0.0678,0.532,2.68e-06,0.0841,0.901,175.739,302707,4
spotify:track:402ciMtssNFzHU92t6Kxql,Salsa Cubana,Caramelo Con Picante,Caramelo Con Picante,2015-01-01,41,Lazarito Valdés y Bamboleo,spotify:artist:3fJrul3T6vJ0XCvbYsSRGQ,5,-5.703,0,0.0584,0.439,0,0.0991,0.962,179.882,336096,4
spotify:track:0M447oJEDm0pE8QDqbQlfi,Salsa Cubana,Esa Soy Yo,La Aplanadora de Cuba,2014-07-14,40,Elito Revé y su Charangón,spotify:artist:2hIYHAObXRLZ2WVUJZ499Z,1,-4.462,1,0.0585,0.661,1.62e-06,0.061,0.767,87.5,303880,4
spotify:track:1bSiJ7JmdJJP5ycPfqLivI,Salsa Cubana,Esto te pone la cabeza mala,Te pone la cabeza mala,1997-01-01,42,Los Van Van,spotify:artist:4B5PkQ1wMjo1siTN9yD9Ds,9,-5.555,0,0.0401,0.241,1.87e-05,0.268,0.9,102.299,248999,4
spotify:track:0O8Gf1dTGNbEaSYSGk1pcS,Salsa Cubana,Que Bueno Baila Usted,The Most From Beny More,1965,40,Beny Moré,spotify:artist:1Sp47peMTI9na8FTY4yHJw,5,-9.712,1,0.107,0.855,0.0152,0.0958,0.588,172.23,196933,4
spotify:track:5YkbsYoT60QOccHeKbDnUY,Salsa Cubana,Historia de un Amor,Latin Trumpets - Bolero,2008-10-14,47,Leo Marini,spotify:artist:3Y5vifXLGyyHfY99BH73Ld,7,-12.989,0,0.112,0.717,0.000459,0.123,0.749,119.105,168867,4
spotify:track:2AMQZ5IupHljTDOH44Nx2s,Salsa Cubana,Me Dicen Cuba,Me Dicen Cuba / Rosa la Peligrosa,2013-11-01,47,Alexander Abreu,spotify:artist:2YnskQkgb6kTSXh9YcNzgu,0,-5.688,1,0.0426,0.102,5.28e-05,0.0835,0.644,93.522,298375,4
spotify:track:4ZgjTLfyE1APbEH0njzRpo,Salsa Cubana,Abreme la puerta,Me Lo Gané,2009-06-23,40,Calle Real,spotify:artist:2e6cE2efCe83qgcAd8mlWU,8,-5.727,0,0.0488,0.442,3.96e-06,0.223,0.907,174.013,394653,4
spotify:track:6kkjqIw1fPYS5XbyJwrrn4,Salsa Cubana,Conmigo No,Con La Musica Cubana No!,2013-10-15,41,TIMBALIVE,spotify:artist:5skRgtmxRx7ukwds6UlS7R,5,-4.731,0,0.04,0.692,5.2e-06,0.119,0.954,168.108,316339,4
spotify:track:665FL9SYPVyf8ZMTvltwam,Salsa Cubana,Al Paso,Legado,2018-04-07,40,Formell y los Van Van,spotify:artist:7CyI9iSxzxeZssDSrQv8Z4,0,-6.429,1,0.041,0.156,0.00165,0.168,0.885,96.024,313296,4
spotify:track:64QyipABOzDwoUFqaEnCvU,Salsa Cubana,Mi Media Mitad,Oro Salsero,1992,64,Rey Ruiz,spotify:artist:1S0uvW1rgvtkNGma9su3fJ,0,-5.818,1,0.033,0.404,1.28e-06,0.278,0.827,154.171,292653,4
spotify:track:5FEbJEYluldTJNZOeAahlC,Salsa Cubana,Candela,Buena Vista Social Club,1997-09-16,15,Buena Vista Social Club,spotify:artist:11kBu957KTYoAltZHDm8gW,9,-14.248,1,0.0382,0.725,2.97e-05,0.142,0.834,100.89,329080,4
spotify:track:3wrWXFOjevPVxPoDS51x6g,Salsa Cubana,Una Mulata En La Habana,"Salsa 2015 - 20 Original Salsa Hits! (Salsa Romántica y Para Bailar: Puertoriqueña, Cubana, Dominicana, Colombiana, Venezolana)",2014-12-16,1,Maykel Blanco Y Su Salsa Mayor,spotify:artist:20dWMesxpdRWQifq11soyp,7,-2.33,1,0.0371,0.612,0,0.111,0.908,97.109,272720,4
spotify:track:2YcNDYWZSBPzwE7OVkTkNj,Salsa Cubana,Disfrazado De Maluma - Salsa Version,Disfrazado De Maluma,2018-05-25,40,Srta. Dayana,spotify:artist:3CeHl9feqxRIV99dtatz6W,4,-4.565,0,0.0457,0.37,3.63e-05,0.0866,0.638,95.03,216000,4
spotify:track:4r4zFb3ZnLUTLh5F3qtzlZ,Salsa Cubana,Vanvaneo,Legado,2018-04-07,36,Formell y los Van Van,spotify:artist:7CyI9iSxzxeZssDSrQv8Z4,7,-5.677,1,0.0401,0.195,1.52e-05,0.199,0.634,95.509,330054,4
spotify:track:1oAWP8Ww5WyqX5ksP504d5,Salsa Cubana,La Habana Me Llama,Control,2008,2,Manolito Simonet y su Trabuco,spotify:artist:0Wd6h9C5ZYMexAYGM7BKwR,4,-3.172,0,0.0449,0.378,0,0.0956,0.807,97.562,278453,4
spotify:track:0FJQWQiCVmazkqIMNZ6jst,Salsa Cubana,Ámame con Tu Experiencia - Remasterizado,Fiestas de Cuba (Remasterizado),2008-02-03,43,Juan Carlos Alfonso y su Dan Den,spotify:artist:25pI6o2nQxbMc6lLXiIGQM,9,-2.402,1,0.057,0.397,4.91e-06,0.155,0.91,168.392,282920,4
spotify:track:35CmU6oPcyuzqxUk1nD5FJ,Salsa Cubana,Usted No Sabe,De Cuba a Perú,2018-05-30,53,Bamboleo,spotify:artist:0RLtwSikzOlGO14oOqYlW4,7,-6.239,1,0.0367,0.141,1.72e-05,0.116,0.554,168,295544,4
spotify:track:18zTUXfM7BvKI7kC2qPvDC,Salsa Cubana,Lo Que Sobra,Que Tiene Que Te Mueve,2019-04-05,34,Maykel Blanco Y Su Salsa Mayor,spotify:artist:20dWMesxpdRWQifq11soyp,2,-3.435,1,0.0403,0.67,5.14e-05,0.0559,0.95,96.901,298192,4
spotify:track:78SjCNhzs9lTIxMzxgVijq,Salsa Cubana,La media hora,La frontera,2019-01-25,35,Barbaro Fines y su Mayimbe,spotify:artist:3U5KffZYriorcfC62Lca43,7,-3.571,0,0.0498,0.453,1.89e-06,0.398,0.905,104.907,379611,4
spotify:track:13gvFt3Eji2xEuCb0PKkMZ,Salsa Cubana,Pa Bravo Yo,Pa Bravo Yo,2009,2,Justo Betancourt,spotify:artist:1Mq5Rgvn4D37tQdwuFL689,10,-6.215,0,0.0385,0.567,0.000413,0.132,0.968,92.031,224827,4
spotify:track:4SjBGbtJz77ximBiOZcIn6,Salsa Cubana,No Me Acostumbro,Oro Salsero,1992,60,Rey Ruiz,spotify:artist:1S0uvW1rgvtkNGma9su3fJ,5,-6.174,0,0.0398,0.642,8.4e-06,0.381,0.927,173.022,289587,4
spotify:track:2OGNgRsvLuSHTUUkrrgc0R,Salsa Cubana,Bailando - Official Salsa Version,Latino 59 presenta: Bailando (Salsa Bachata Merengue Urbano Reggaeton Dembow Fitness),2014-09-25,46,Issac Delgado,spotify:artist:2NssDL7cTwvfQm01xvepBQ,4,-1.387,0,0.0387,0.546,0,0.372,0.892,94.907,273853,4
spotify:track:0dqfl4l45vqw2TnNrnbsy0,Dame Salsa,Parecen Viernes,OPUS,2019-05-10,70,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,7,-3.575,0,0.0352,0.287,1.53e-05,0.16,0.967,96.499,268440,4
spotify:track:2Jk10he30YnngKi8LoIzwD,Dame Salsa,El Aventurero (with Yeison Jimenez) - Salsa,El Aventurero (with Yeison Jimenez),2020-01-24,55,Josimar y Su Yambú,spotify:artist:25gsQNkL2qTq778NWyughs,10,-5.527,0,0.0359,0.561,6.71e-05,0.232,0.961,95.522,255258,4
spotify:track:7pnPzV2XKnsCtjSLHeWQto,Dame Salsa,Culpable - Remix / Versión Salsa,Culpable (Remix / Versión Salsa),2019-08-15,49,Tutto Duran,spotify:artist:6J5DvhqOWQlM4RcdzePXEZ,11,-3.316,1,0.044,0.426,0,0.171,0.948,95.994,197167,4
spotify:track:3w0IdrfXrlmvESogOesvOf,Dame Salsa,Cobarde,Cobarde (feat. Sergio George),2020-01-31,60,Yahaira Plasencia,spotify:artist:7GEHoJXxJ6wnS8dbgm0b1E,7,-3.057,0,0.0323,0.476,0,0.478,0.918,96.988,192641,4
spotify:track:6VZ9ABcY9QeQSxOjZwLrVv,Dame Salsa,Mas de Mi,Mas De Mi,2019-05-24,48,Tony Succar,spotify:artist:17S2mEKDY4xHBWCy9kAPzk,2,-3.736,1,0.0517,0.481,7.84e-06,0.0836,0.753,92.397,307320,4
spotify:track:7nDIflSHQXzaa8zupxwv3U,Dame Salsa,Yo No Sé Mañana,Ciclos,2009-05-19,73,Luis Enrique,spotify:artist:2mUI4K6csTQd3jieswcmiI,4,-3.206,0,0.042,0.649,0,0.18,0.733,95.223,259853,4
spotify:track:3AK05RIuu30jqJ40cfOxLD,Dame Salsa,Me Tengo Que Ir,Me Tengo Que Ir,1996-01-10,61,Adolescent's Orquesta,spotify:artist:70nxnxEqDQIEWneRjg2Q4O,2,-4.701,0,0.0362,0.258,0,0.12,0.846,96.831,280189,4
spotify:track:5bccusEjEtnC5cDfWXQ8rf,Dame Salsa,Conciencia,20th Anniversary,1990,63,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,10,-6.878,1,0.0367,0.539,4.62e-06,0.089,0.891,88.383,333227,4
spotify:track:1TMxv8sfUhU55AC6Ul1PU5,Dame Salsa,Que Locura Enamorarme De Ti,Atrevido Y Diferente,1986,65,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,10,-7.273,0,0.0428,0.538,8e-06,0.0656,0.968,93.767,308040,4
spotify:track:1BwrMGGhPA6GarWIYaFrW8,Dame Salsa,La Vida Es Un Carnaval,Para La Eternidad,2016-05-27,66,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,278867,4
spotify:track:3D6kMXn0a5K5LQLuwzmGLV,Dame Salsa,La Ultima Parte,La Ultima Parte,2019-08-16,45,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,5,-7.306,1,0.0407,0.507,9.35e-05,0.28,0.646,177.93,233900,4
spotify:track:0Vvmz449X3tdG8dYbyPl89,Dame Salsa,Hasta Que Me Dé la Gana,25/7,2018-03-23,49,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,10,-3.84,1,0.142,0.359,0,0.111,0.611,180.839,257293,4
spotify:track:4dLBiOu6BXGaEL8ByICR6Q,Dame Salsa,Corazon de Acero,Lo Mejor de Yiyo Sarante,2016-04-27,7,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,5,-7.383,0,0.0419,0.526,2.36e-06,0.0544,0.945,83.697,225624,4
spotify:track:1q2J8KWeewoqOrZI4a65P9,Dame Salsa,Un verano en Nueva York,Numero 7,1975,55,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,7,-8.897,1,0.0424,0.673,0.122,0.286,0.965,106.1,298516,4
spotify:track:1RpCXjlxFGS6LfPOvqSJ7M,Dame Salsa,Amores Como el Nuestro,Oro Salsero,1990,66,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,0,-10.943,1,0.0469,0.549,0.0189,0.0774,0.619,179.505,301573,4
spotify:track:0ViQHcFsGyynn92NTscTIN,Dame Salsa,Siempre Sere,Exitos Tito Rojas - 10th Anniversario,2006-03-30,48,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,0,-11.252,0,0.0327,0.136,0,0.441,0.91,165.065,321733,4
spotify:track:26vhHc8B1151HRwkXaifp9,Dame Salsa,Otra Vez,Otra Vez,2019-02-01,38,Juan Carlos Ensamble,spotify:artist:2D6mQmDTdaLcA9BZytb4yk,2,-3.487,1,0.0674,0.506,0,0.246,0.873,194.977,235077,4
spotify:track:1I8D56sCRUHLOhrVIScsdz,Dame Salsa,Como Le Hago - Salsa Remix,13,2019-05-13,49,Jonathan Moly,spotify:artist:72JBKpo5mMA5dwL291rbND,5,-3.829,1,0.0436,0.468,0,0.363,0.684,99.985,225907,4
spotify:track:6QJ1F9DrlsRSmKDcdVS0Oy,Dame Salsa,Lloraras,Traicionera (Baile Total),2017-11-24,60,Oscar D'León,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,9,-8.368,1,0.0452,0.517,0.000701,0.0445,0.962,96.998,222200,4
spotify:track:5uRd1tmUAvfFGSPR5266Xp,Dame Salsa,Tu Cariñito,Men In Salsa,2000,66,Puerto Rican Power,spotify:artist:74jFP3mGfKxy6rvjiUc2o3,5,-8.751,0,0.0469,0.337,2.13e-06,0.0338,0.921,187.435,251253,4
spotify:track:4qAknKWl2aMvWn4r1nzWAa,Dame Salsa,Vivir Lo Nuestro,Dicen Que Soy,1994-01-01,50,INDIA,spotify:artist:3NIZFmehJM8YiGpCdihlck,10,-6.667,0,0.0412,0.573,0,0.915,0.794,91.192,367027,4
spotify:track:5CTj6t8M4n8ft81jN8o1S7,Dame Salsa,Comerte a Besos - Salsa Version,Por Tu Placer,2001-08-14,43,Frankie Negrón,spotify:artist:3QPEwHBLL8xX8p8HaT4S16,11,-5.214,0,0.0698,0.372,0,0.421,0.657,97.747,269800,4
spotify:track:2NCmyKVXhY4iPBXaRCajoi,Dame Salsa,Mi Mayor Venganza,Pura Salsa,2006-01-01,55,INDIA,spotify:artist:3NIZFmehJM8YiGpCdihlck,7,-7.347,1,0.0617,0.542,1.87e-05,0.413,0.724,81.447,313560,4
spotify:track:1uRXl9FJPkommfTTqXkhRo,Dame Salsa,El Cantante,Comedia,1978,1,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,7,-9.212,0,0.038,0.705,3.08e-05,0.0975,0.544,95.531,626827,4
spotify:track:4DlK7m7NKhJzUQcTvMVMoU,Dame Salsa,De Mí Enamórate,The Best Of Tito Nieves,2001-01-01,29,Tito Nieves,spotify:artist:4vOycwLXdkMMzpZW04VW5m,2,-6.308,0,0.0355,0.699,2.37e-05,0.0581,0.735,94.605,308000,4
spotify:track:65nL3OLuHHfEYxKkHMQ1fL,Dame Salsa,Desnúdate Mujer,Voy Pa'Encima,1987-01-01,51,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-10.057,1,0.0365,0.128,2.39e-05,0.308,0.9,99.613,287120,4
spotify:track:6JUOHyIgRFhZumikb2u1uA,Dame Salsa,Si Supieras,Salsa Exitos,1997,50,Pedro Conga,spotify:artist:5AvuagpXeJtpvaq7OtBG1y,5,-4.674,0,0.0366,0.626,0,0.308,0.8,91.487,311800,4
spotify:track:3lfWaQLyg71Uar9gAgFVWV,Dame Salsa,Casi Te Envidio,Oro Salsero,1994-01-01,60,Andy Montañez,spotify:artist:6RMWFexOHVj5ctezneQH5v,7,-10.418,1,0.0888,0.496,0,0.0703,0.883,95.926,321200,4
spotify:track:3QHMxEOAGD51PDlbFPHLyJ,Dame Salsa,Vivir Mi Vida,3.0,2013-07-23,75,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,0,-3.23,0,0.0344,0.344,0,0.349,0.893,105.017,252347,4
spotify:track:2GBTcQdwU4pEEreRvAQkqI,Dame Salsa,Esa Mujer,En Concierto,2008-07-24,58,Tony Vega,spotify:artist:3Yg61bt7pZYX1bbMXEj8oY,10,-5.148,0,0.0457,0.0602,0,0.66,0.658,181.186,351813,4
spotify:track:36T4XY4vbxmw40XMJPe3zw,Dame Salsa,Pequeñas Cosas,Grandes Exitos,2006-03-30,64,Willie Gonzalez,spotify:artist:2EIZodXJHserIu4pGNfD3Z,9,-9.247,1,0.0378,0.585,0,0.0978,0.852,176.396,307200,4
spotify:track:6Imtrypp2rg9bw7mfYv8cl,Dame Salsa,Pirata de Amor,La Traición,2014-05-13,40,Yanfourd,spotify:artist:0RzBTerVM0F43UQHfJHp6o,7,-4.278,1,0.0381,0.61,0.0207,0.0803,0.881,102.976,272533,4
spotify:track:6NkzTPm8rickNmgvdH8OAz,Dame Salsa,No Eres la Buena,Soy Real,2018-01-19,43,David Kada,spotify:artist:1mW8Ifff475lUj6Xj44we4,8,-4.649,1,0.0596,0.538,0,0.217,0.804,110.084,238000,4
spotify:track:4La8ixm5maJRwBN3EcoFef,Dame Salsa,Mi Princesa,La Nueva Era,2017-05-16,40,Revolucion Salsera,spotify:artist:1qwyNZHoVJYxq7MHF63YIT,7,-4.959,1,0.0398,0.185,0,0.121,0.914,105.039,251585,4
spotify:track:2uzCfFYh6tSNFdz14ZIf3N,Dame Salsa,La Negra Tiene Tumbao,La Negra Tiene Tumbao,2001-12-03,55,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,11,-4.424,0,0.053,0.0338,3.33e-05,0.199,0.96,110.726,253347,4
spotify:track:54xmNCGfRurgboyVUkdyPa,Dame Salsa,La Murga,Asalto Navideño,2009,2,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,9,-7.59,0,0.04,0.662,0.0364,0.0541,0.894,86.867,334053,4
spotify:track:5dOWipP9winLed8B0Ajoxa,Dame Salsa,La Rueda,Oro Salsero (Vol 2),1996-01-01,44,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,5,-8.05,1,0.0342,0.431,3.84e-05,0.0739,0.96,103.092,386307,4
spotify:track:3rsVX2Pd8UkjqF2MAZqeif,Dame Salsa,La Quiero A Morir,Lo Esencial,1996,65,DLG,spotify:artist:0z0w28IvsF1gsKhVAMbh9p,4,-3.257,1,0.0471,0.294,0.00311,0.252,0.924,99.672,302320,4
spotify:track:286NP8kXWzx2uHb5tr7TGv,Dame Salsa,Aquél Viejo Motel,Oro Salsero,1994-01-01,55,David Pabon,spotify:artist:3L3YHYkS8b2vgAbnqBTXrE,2,-4.22,1,0.0286,0.571,0.000128,0.133,0.751,91.324,308893,4
spotify:track:303cDwi274kSEH0NSR73AX,Salsa Classics,Amor y Control,Amor Y Control,1992,60,Rubén Blades,spotify:artist:5BwMgvRwlq61SmknvsVIQj,7,-9.622,1,0.0357,0.449,0.0104,0.153,0.863,88.786,352440,4
spotify:track:3uzIBpBL6f6hvaTi3X0E7P,Salsa Classics,Como Te Hago Entender,Los Rostros de la Salsa,2017-11-24,44,Roberto Roena,spotify:artist:4i5rDrP2IqCdMgde0vIpyB,7,-7.35,0,0.049,0.426,0,0.108,0.879,84.222,344627,4
spotify:track:4Ih0JljQ3X3PbHfmuk05PR,Salsa Classics,Que Locura Enamorarme De Ti,Pura Salsa,2006-01-01,8,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,1,-5.663,1,0.0416,0.698,0,0.103,0.953,93.559,309573,4
spotify:track:06YYzWTAibpHPEJTl4zVvm,Salsa Classics,Talento De Televisión,Tras La Tormenta,1995,51,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,2,-9.372,1,0.044,0.712,1.43e-05,0.0634,0.943,104.894,280107,4
spotify:track:37nXsqE1XW0cxOQvIMsmFc,Salsa Classics,Conteo Regresivo - Salsa Version,Contraste,2003-03-11,64,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,8,-6.162,1,0.0803,0.778,0,0.069,0.96,163.905,266787,4
spotify:track:3fwqOw3lzCle2zxamHMcQ2,Salsa Classics,Tu Con El,Solista Pero No Solo,1985-01-01,48,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-5.701,1,0.0504,0.52,0.00177,0.246,0.949,94.918,303173,4
spotify:track:6sna5KCgNbt1ciZtVJCjzx,Salsa Classics,Gotas De Lluvia,20th Anniversary,1990,64,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,4,-3.946,0,0.0375,0.701,0.00019,0.0565,0.688,97.276,354973,4
spotify:track:1F1VPI3wUKEKA1DPx5Y9Fy,Salsa Classics,Cuenta Conmigo,No Me Olvidaras,1990,56,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,1,-4.666,1,0.0379,0.609,6.88e-05,0.316,0.917,176.89,230187,4
spotify:track:2vHNqDJe1qvt1sroQfNHSI,Salsa Classics,Aquel Lugar,Búscame,2008,66,Adolescent's Orquesta,spotify:artist:70nxnxEqDQIEWneRjg2Q4O,7,-4.706,1,0.036,0.36,0,0.132,0.652,92.124,233326,4
spotify:track:3yEtuhGR8jOtusa29jWrhG,Salsa Classics,Tu Amor Me Hace Bien - Salsa Version,Valio La Pena,2004-07-27,69,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,0,-6.496,1,0.0359,0.398,4.58e-05,0.112,0.617,97.68,300160,4
spotify:track:21d6EkqWaoA2hPDBUp2u8H,Salsa Classics,Detalles,Detalles,2007-03-12,40,Oscar D'León,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,4,-4.024,1,0.0533,0.184,3.7e-05,0.243,0.935,176.243,278872,4
spotify:track:00Ro1lnV3V6i87aY4t8Q43,Salsa Classics,La rebelion,Sabor a Salsa,2007-05-12,67,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,1,-7.907,1,0.0735,0.142,2.55e-05,0.136,0.875,107.951,376013,4
spotify:track:2PmVCFBBVkEaOd9k5RnLZr,Salsa Classics,Mi Media Mitad,Frente a Frente,2015-04-07,26,Rey Ruiz,spotify:artist:1S0uvW1rgvtkNGma9su3fJ,0,-4.424,1,0.0315,0.326,1.58e-06,0.318,0.841,153.925,293160,4
spotify:track:4b55fVKJprjWWj4KhKgxMf,Salsa Classics,Qué Hay de Malo,Oro Salsero,1990,64,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,1,-8.673,1,0.044,0.592,0,0.0556,0.817,91.941,298347,4
spotify:track:23Fw0qh3Onqn2276LiL2pT,Salsa Classics,Lloraras,15 Exitos De- Oscar D Leon,1996-02-28,47,Oscar D'León,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,9,-7.555,1,0.0472,0.582,0.000516,0.0717,0.962,96.046,221008,4
spotify:track:3SXWtn3YbXOuz6s9LN8LeJ,Salsa Classics,Cali Pachanguero,Sólo Hits,2006-06-22,61,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,8,-7.731,1,0.0395,0.69,0,0.2,0.678,99.911,309920,4
spotify:track:2Xg030uYjEA9FNiSKbD3R8,Salsa Classics,Un Montón de Estrellas,Viceversa,2002,54,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,5,-5.227,0,0.035,0.392,0,0.0678,0.945,91.767,273880,4
spotify:track:09PGyODYYlVsL49N7TR914,Salsa Classics,Pedro Navaja,Anthology,2012-03-26,8,Rubén Blades,spotify:artist:5BwMgvRwlq61SmknvsVIQj,11,-6.641,0,0.103,0.779,6.54e-06,0.267,0.826,93.658,443480,4
spotify:track:0C279YvVWJcmFMSDtqIGfq,Salsa Classics,El Cantante,El Cantante de los Cantantes,2013-06-18,7,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,7,-4.899,0,0.0326,0.422,6.92e-06,0.13,0.658,95.813,622520,4
spotify:track:3WXfQDsASfXrSojk9WB3aR,Salsa Classics,En Barranquilla Me Quedo,32 Cañonazos,2015-07-01,57,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,1,-9.213,1,0.0552,0.172,0.000232,0.0895,0.784,103.899,312480,4
spotify:track:3GgI4QQWvsqqdKCvnNN0UM,Salsa Classics,La Agarro Bajando,Intenso,2001-07-24,57,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,5,-6.745,0,0.0427,0.332,3.09e-06,0.251,0.962,100.324,254933,4
spotify:track:2BOcua9pjhKuVtgN40AAHX,Salsa Classics,Decisiones,Buscando America,1984-04-03,60,Rubén Blades,spotify:artist:5BwMgvRwlq61SmknvsVIQj,8,-9.824,1,0.0707,0.777,0,0.0475,0.452,96.402,303400,4
spotify:track:3SHvRyQDsmumq48SF7jtVk,Salsa Classics,Apiádate de Mi,Victor Manuelle (3 CD Box Set),1994,35,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,10,-7.056,0,0.0403,0.293,0,0.0759,0.843,168.788,304640,4
spotify:track:4HEIPKvipeKYPlC91MZGxC,Salsa Classics,No Me Acostumbro,Frente a Frente,2015-04-07,25,Rey Ruiz,spotify:artist:1S0uvW1rgvtkNGma9su3fJ,5,-3.92,0,0.0447,0.668,7.01e-06,0.341,0.908,173.001,289827,4
spotify:track:6fhM1k6uoPvz5Vd2KaWjnA,Salsa Classics,Te Conozco Bien,Todo A Su Tiempo,1995-01-01,53,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,11,-6.93,0,0.0607,0.653,0,0.544,0.752,87.72,314440,4
